issue	ymd	term	record	wan	qian	bai	shi	ge
"180905274"	"2018-09-05"	"274"	"8,8,6,5,2"	"8"	"8"	"6"	"5"	"2"
"180905275"	"2018-09-05"	"275"	"1,0,4,3,9"	"1"	"0"	"4"	"3"	"9"
"180905276"	"2018-09-05"	"276"	"2,3,2,8,6"	"2"	"3"	"2"	"8"	"6"
"180905277"	"2018-09-05"	"277"	"4,7,4,6,9"	"4"	"7"	"4"	"6"	"9"
"180905278"	"2018-09-05"	"278"	"6,2,8,9,0"	"6"	"2"	"8"	"9"	"0"
"180905279"	"2018-09-05"	"279"	"9,5,5,8,2"	"9"	"5"	"5"	"8"	"2"
"180905280"	"2018-09-05"	"280"	"3,6,3,7,9"	"3"	"6"	"3"	"7"	"9"
"180905281"	"2018-09-05"	"281"	"4,3,7,5,1"	"4"	"3"	"7"	"5"	"1"
"180905282"	"2018-09-05"	"282"	"8,6,7,1,4"	"8"	"6"	"7"	"1"	"4"
"180905283"	"2018-09-05"	"283"	"9,1,5,8,3"	"9"	"1"	"5"	"8"	"3"
"180905284"	"2018-09-05"	"284"	"7,8,3,6,1"	"7"	"8"	"3"	"6"	"1"
"180905285"	"2018-09-05"	"285"	"3,5,1,9,2"	"3"	"5"	"1"	"9"	"2"
"180905286"	"2018-09-05"	"286"	"6,8,8,5,9"	"6"	"8"	"8"	"5"	"9"
"180905287"	"2018-09-05"	"287"	"9,0,4,3,7"	"9"	"0"	"4"	"3"	"7"
"180905288"	"2018-09-05"	"288"	"0,7,7,4,9"	"0"	"7"	"7"	"4"	"9"
