issue	ymd	term	record	wan	qian	bai	shi	ge
"180904274"	"2018-09-04"	"274"	"9,5,4,8,2"	"9"	"5"	"4"	"8"	"2"
"180904275"	"2018-09-04"	"275"	"7,9,0,2,6"	"7"	"9"	"0"	"2"	"6"
"180904276"	"2018-09-04"	"276"	"0,5,9,7,2"	"0"	"5"	"9"	"7"	"2"
"180904277"	"2018-09-04"	"277"	"5,3,8,6,7"	"5"	"3"	"8"	"6"	"7"
"180904278"	"2018-09-04"	"278"	"8,6,4,4,9"	"8"	"6"	"4"	"4"	"9"
"180904279"	"2018-09-04"	"279"	"3,7,1,5,3"	"3"	"7"	"1"	"5"	"3"
"180904280"	"2018-09-04"	"280"	"9,5,2,2,6"	"9"	"5"	"2"	"2"	"6"
"180904281"	"2018-09-04"	"281"	"6,2,7,6,8"	"6"	"2"	"7"	"6"	"8"
"180904282"	"2018-09-04"	"282"	"1,7,6,5,2"	"1"	"7"	"6"	"5"	"2"
"180904283"	"2018-09-04"	"283"	"8,4,7,1,9"	"8"	"4"	"7"	"1"	"9"
"180904284"	"2018-09-04"	"284"	"3,3,5,8,0"	"3"	"3"	"5"	"8"	"0"
"180904285"	"2018-09-04"	"285"	"8,6,3,9,2"	"8"	"6"	"3"	"9"	"2"
"180904286"	"2018-09-04"	"286"	"2,7,9,0,6"	"2"	"7"	"9"	"0"	"6"
"180904287"	"2018-09-04"	"287"	"9,5,5,2,9"	"9"	"5"	"5"	"2"	"9"
"180904288"	"2018-09-04"	"288"	"7,5,1,3,4"	"7"	"5"	"1"	"3"	"4"
