issue	ymd	term	record	wan	qian	bai	shi	ge
"180907274"	"2018-09-07"	"274"	"8,6,2,7,1"	"8"	"6"	"2"	"7"	"1"
"180907275"	"2018-09-07"	"275"	"0,5,3,2,8"	"0"	"5"	"3"	"2"	"8"
"180907276"	"2018-09-07"	"276"	"2,2,9,1,7"	"2"	"2"	"9"	"1"	"7"
"180907277"	"2018-09-07"	"277"	"9,3,2,7,6"	"9"	"3"	"2"	"7"	"6"
"180907278"	"2018-09-07"	"278"	"7,8,1,9,9"	"7"	"8"	"1"	"9"	"9"
"180907279"	"2018-09-07"	"279"	"1,4,4,6,9"	"1"	"4"	"4"	"6"	"9"
"180907280"	"2018-09-07"	"280"	"0,9,8,2,1"	"0"	"9"	"8"	"2"	"1"
"180907281"	"2018-09-07"	"281"	"4,9,3,3,8"	"4"	"9"	"3"	"3"	"8"
"180907282"	"2018-09-07"	"282"	"8,3,6,9,5"	"8"	"3"	"6"	"9"	"5"
"180907283"	"2018-09-07"	"283"	"2,7,9,0,9"	"2"	"7"	"9"	"0"	"9"
"180907284"	"2018-09-07"	"284"	"7,3,1,6,4"	"7"	"3"	"1"	"6"	"4"
"180907285"	"2018-09-07"	"285"	"0,5,5,7,9"	"0"	"5"	"5"	"7"	"9"
"180907286"	"2018-09-07"	"286"	"1,7,4,9,2"	"1"	"7"	"4"	"9"	"2"
"180907287"	"2018-09-07"	"287"	"0,8,1,1,4"	"0"	"8"	"1"	"1"	"4"
"180907288"	"2018-09-07"	"288"	"5,1,9,3,1"	"5"	"1"	"9"	"3"	"1"
